user_id,speech_prob_calm,speech_prob_stressed,speech_prob_sad,speech_prob_anxious,speech_prob_neutral,speech_prob_energetic,dominant_speech_emotion,pitch_mean_hz,pitch_variance,energy_mean,speech_rate_wpm,pause_ratio,jitter,shimmer,speech_embed_0,speech_embed_1,speech_embed_2,speech_embed_3,speech_embed_4,speech_embed_5,speech_embed_6,speech_embed_7,speech_embed_8,speech_embed_9,speech_embed_10,speech_embed_11,speech_embed_12,speech_embed_13,speech_embed_14,speech_embed_15
U00442,0.2807,0.1705,0.0963,0.148,0.2581,0.0465,calm,159.0,30.26,0.508,154.6,0.197,0.0107,0.0367,-0.3583,0.5003,-1.0343,0.4067,-1.7293,1.4808,-1.1587,-1.242,1.3615,-0.6345,1.2525,-0.0432,-1.7282,-0.3347,-2.437,0.3529
U00443,0.2938,0.1427,0.0953,0.1264,0.2475,0.0943,calm,195.4,26.87,0.447,131.5,0.29,0.0082,0.0458,-0.2933,-1.5582,-0.8322,-0.3279,-0.7571,0.5759,-0.6221,-0.0504,-0.4405,-0.4603,-0.7073,-0.4875,1.1592,-0.2711,0.3594,0.5195
U00444,0.1001,0.2399,0.1736,0.2172,0.2682,0.001,neutral,208.5,35.14,0.437,120.3,0.39,0.0256,0.0467,-1.2404,-1.447,-1.0305,-1.0037,-0.352,1.4219,0.4326,-2.2744,-1.9419,-0.3487,-1.7171,-1.5302,-1.9803,-1.0239,-2.1801,0.2645
U00445,0.27,0.0887,0.1398,0.1431,0.2872,0.0712,neutral,185.3,35.96,0.402,137.2,0.3,0.013,0.0385,1.451,0.5807,1.9481,-0.4169,-0.522,-0.3929,0.2538,0.7596,0.2904,0.5846,-1.0952,-0.3532,0.7923,-0.3313,-1.4996,1.0353
U00446,0.2344,0.1752,0.1588,0.1082,0.278,0.0455,neutral,206.0,36.31,0.755,171.7,0.207,0.0153,0.0296,-1.0614,-1.1832,-2.0574,-1.3665,1.183,0.2935,-2.2932,-0.7694,0.4666,-0.9802,0.021,-2.6761,-1.9848,-0.9366,-0.2163,0.0159
U00447,0.2407,0.1218,0.1479,0.0798,0.3125,0.0972,neutral,196.2,33.66,0.53,142.6,0.167,0.0201,0.0205,-1.1542,0.1325,-1.4247,-1.5232,2.329,0.0578,0.4181,-0.2087,0.8011,0.1908,-1.0805,0.3188,-0.7388,-0.4342,-0.7121,-1.6799
U00448,0.277,0.1139,0.1415,0.0756,0.3249,0.067,neutral,181.2,33.29,0.53,151.8,0.268,0.0194,0.0566,-0.0474,-0.9766,-0.1766,-2.5291,-1.5201,-0.0354,-0.7926,0.3097,-0.4248,-0.1354,-0.624,0.1705,-0.8241,-1.5925,0.7749,0.283
U00449,0.1752,0.2458,0.1333,0.2027,0.2422,0.0009,stressed,199.3,43.81,0.328,127.1,0.266,0.0139,0.0557,1.0068,-1.0928,-0.7487,-0.3092,0.5221,-2.1146,-0.3838,-1.2704,-0.5939,-0.7448,0.1695,-0.2772,-1.0438,-0.8453,-0.1547,-1.5469
U00450,0.2701,0.0658,0.1654,0.1452,0.2651,0.0883,calm,175.2,30.23,0.569,144.9,0.144,0.0157,0.0304,-0.0518,-0.3039,-0.0665,-0.0885,-1.2666,-2.3574,-0.5292,0.6106,0.654,-0.0137,-1.1248,-1.7661,0.3467,1.1483,-0.0283,1.5346
U00451,0.2313,0.2036,0.1401,0.1713,0.2137,0.0401,calm,197.2,43.9,0.433,128.9,0.274,0.0154,0.0519,0.8521,-1.0852,0.9705,0.7407,-0.8516,-0.2701,-0.8894,-0.7719,-1.4184,-1.4779,-0.2895,-1.3812,-1.4205,0.5217,0.4741,-0.347
U00452,0.2898,0.1663,0.0804,0.1259,0.2663,0.0712,calm,168.5,35.88,0.47,143.4,0.134,0.0102,0.0335,-0.322,0.533,1.5537,1.1943,1.8878,-0.5409,0.4891,0.0203,1.8504,0.5569,0.5334,0.2451,-0.3052,2.1949,-1.2514,-0.2069
U00453,0.266,0.1346,0.1287,0.1728,0.2727,0.0252,neutral,222.7,34.11,0.461,162.0,0.153,0.0071,0.0362,-0.06,-1.8124,-0.7582,-0.1517,-0.7094,-1.0616,-1.1916,-0.4279,0.143,-0.4692,-1.5863,-0.8608,0.3262,-0.2455,-1.8526,1.7452
U00454,0.2545,0.1646,0.1135,0.1381,0.2546,0.0747,neutral,196.3,18.09,0.63,155.1,0.259,0.0102,0.0406,-2.0362,0.3238,-0.3514,0.4053,-1.5506,-0.9798,-0.5727,-0.1338,0.112,1.265,-0.5784,-0.8411,1.0952,-0.8339,0.4316,-1.211
U00455,0.221,0.1583,0.1299,0.124,0.2898,0.077,neutral,176.8,28.58,0.566,144.4,0.162,0.0206,0.0407,-1.025,1.4165,-0.8685,-0.2549,-0.1109,0.7149,0.7035,-1.2614,0.4916,-0.8266,0.1563,-1.358,0.6194,-0.9507,0.4578,-0.2233
U00456,0.2701,0.161,0.1481,0.1271,0.2884,0.0053,neutral,202.8,51.03,0.513,157.9,0.162,0.0175,0.0421,0.3378,0.1761,-0.2389,-0.4889,-0.7603,1.3016,-0.0827,-0.4884,1.0412,0.3848,0.4192,0.0269,1.3242,-0.6712,-0.844,-1.1415
U00457,0.1974,0.1833,0.1209,0.1734,0.2557,0.0692,neutral,225.2,31.33,0.416,122.8,0.24,0.0064,0.0319,0.4141,0.3109,0.444,-0.1404,0.0829,0.541,-0.8192,0.1723,0.511,-0.0769,-0.4588,0.6791,-2.6705,-3.1268,-0.7335,-1.9794
U00458,0.2641,0.2242,0.1534,0.1062,0.2344,0.0177,calm,185.6,18.93,0.629,136.6,0.212,0.0175,0.0393,-1.9056,0.9705,-1.109,-0.7868,0.7499,-1.8153,-0.8412,0.8329,-0.2984,-1.4386,-0.7659,-1.0931,-2.0104,-1.9329,-0.5927,-2.4074
U00459,0.1686,0.1748,0.1703,0.2105,0.2593,0.0166,neutral,212.2,29.44,0.442,153.9,0.393,0.0236,0.0373,-1.3118,0.1536,0.3677,0.3046,-2.5818,-2.1939,0.6166,-0.2704,-0.3877,-0.9716,-1.4207,-0.6808,-1.3183,-0.7936,1.7237,-0.3027
U00460,0.2308,0.1331,0.1309,0.0867,0.3031,0.1154,neutral,195.4,28.42,0.441,141.2,0.216,0.0132,0.0402,-0.4914,0.7762,-2.2642,-1.4867,0.7873,-0.6433,-0.2249,-0.7018,-1.6862,0.0525,-0.1375,2.5772,-0.138,1.0758,-0.3165,1.0907
U00461,0.202,0.1842,0.1454,0.1801,0.2872,0.0011,neutral,208.5,12.32,0.512,133.5,0.378,0.0162,0.0424,0.5966,-1.5311,-0.5374,0.3925,-0.3238,0.6432,-1.1015,-1.1015,0.2622,-1.2926,-1.1982,-0.4947,-0.0081,0.4601,-0.5184,0.0824
U00462,0.2628,0.1408,0.1009,0.1224,0.2929,0.0803,neutral,180.8,49.05,0.652,164.1,0.168,0.0086,0.0476,-0.9549,-1.7208,0.4656,1.453,-1.5695,1.457,-0.9189,0.2761,1.0067,-0.2129,0.5261,-0.4798,0.8426,1.3154,-0.3943,-0.7658
U00463,0.1574,0.2214,0.1402,0.203,0.2539,0.024,neutral,194.7,44.32,0.348,96.4,0.341,0.0121,0.0494,-1.669,0.3351,-1.2868,-1.2984,0.2378,0.0162,0.1343,-1.5882,-1.6355,0.0751,-0.8697,-1.782,-0.432,1.8832,-0.9824,-1.4113
U00464,0.2525,0.0833,0.1301,0.1508,0.2895,0.0938,neutral,181.2,45.72,0.638,173.4,0.062,0.0182,0.0387,1.2132,1.6563,-0.8816,0.2878,-1.1132,1.4847,-0.9543,-1.7772,-1.0876,-0.6999,-0.9235,0.0914,0.8,-1.3772,1.1874,0.2719
U00465,0.235,0.1808,0.1794,0.1283,0.2602,0.0163,neutral,203.0,40.59,0.554,150.2,0.31,0.0174,0.0379,0.6952,-1.172,-0.8322,0.3169,-0.5262,-0.7542,0.951,-3.0574,0.4842,-2.5137,-0.4218,0.544,0.1508,-1.0533,0.0639,-1.1834
U00466,0.2148,0.1077,0.0953,0.1464,0.3561,0.0797,neutral,174.3,22.39,0.446,128.2,0.121,0.0094,0.0341,-1.1231,0.9842,1.0781,-0.2851,-2.1647,0.1292,0.5628,-1.1854,-1.5597,1.415,-0.9466,-0.7964,-1.0644,-0.9252,-0.7128,-0.3281
U00467,0.2806,0.0609,0.1481,0.1189,0.2957,0.0958,neutral,181.4,39.9,0.269,145.3,0.145,0.0065,0.0417,0.1242,-0.2132,-1.0027,0.7515,-1.9947,0.8531,-1.0067,-0.4834,1.184,1.1337,0.1871,0.1988,-0.4083,0.8132,0.4033,0.5473
U00468,0.2587,0.1176,0.1045,0.0863,0.2973,0.1356,neutral,191.6,29.84,0.499,142.3,0.175,0.0106,0.0427,-0.4917,0.9773,-0.5311,1.0174,2.161,2.2148,1.1721,2.1048,-1.0154,-0.9635,0.1001,0.5709,-0.1096,0.084,0.9068,-0.2277
U00469,0.1937,0.1899,0.1591,0.1483,0.2523,0.0567,neutral,176.3,24.48,0.338,122.0,0.164,0.0179,0.0384,0.2255,-0.2399,-0.4298,-0.2001,0.3586,-1.0992,0.1304,-0.0276,0.6302,-2.4147,0.2187,0.1087,-1.101,-0.9111,-1.1272,-0.7521
U00470,0.3228,0.1084,0.1689,0.0888,0.2519,0.0591,calm,178.2,33.14,0.569,130.5,0.163,0.0093,0.0455,-0.5883,0.3452,0.1036,1.2919,0.415,-1.1464,1.9685,0.1276,1.3392,0.2852,-0.0226,0.1232,-1.9075,-1.1476,0.2821,1.6477
U00471,0.1625,0.2005,0.1813,0.1823,0.2376,0.0358,neutral,154.2,53.19,0.69,141.6,0.256,0.0185,0.0598,-0.2929,-1.1765,0.1238,-0.2137,-0.2855,-0.0488,-1.1573,-1.2064,-2.3724,-0.7894,-0.9012,-1.003,0.4474,1.2463,-1.7155,0.6938
U00472,0.209,0.1728,0.1359,0.1411,0.3195,0.0216,neutral,216.7,40.06,0.53,129.1,0.395,0.0155,0.0321,-0.6374,-0.6522,-0.478,-0.1366,-0.6292,-1.417,-1.5913,-0.2867,-2.662,1.4881,-0.6333,0.4462,-0.6024,0.9817,-1.1629,1.6057
U00473,0.2487,0.1137,0.1177,0.1536,0.2717,0.0946,neutral,163.8,25.7,0.405,146.0,0.251,0.0079,0.0454,0.45,-0.2615,-1.2187,0.0309,-0.9453,0.068,-0.9454,-0.8862,-1.6404,0.1234,-0.5087,0.5219,1.3158,-0.8402,-1.5218,0.1832
U00474,0.205,0.181,0.1464,0.1763,0.2904,0.0009,neutral,205.7,37.39,0.561,141.5,0.345,0.0177,0.0382,-0.0086,0.0755,-1.1948,-0.7958,-0.0604,-2.3824,-0.9863,-0.5073,-0.7064,-0.111,-2.545,-0.5509,-2.0476,0.1759,-0.8829,-1.5469
U00475,0.1619,0.2157,0.1655,0.1961,0.2598,0.001,neutral,219.4,41.18,0.545,114.4,0.458,0.0211,0.0687,-0.4219,-0.1214,-0.0509,-1.7916,-0.0548,-0.2402,-0.379,-0.6513,-0.5352,1.0953,-0.911,-0.7084,0.1878,-0.0692,-0.1086,-0.5634
U00476,0.2841,0.0699,0.1177,0.0903,0.3302,0.1078,neutral,209.7,27.16,0.616,131.9,0.191,0.014,0.0409,-0.4338,0.8614,1.4877,-0.4709,0.2389,0.4679,-0.5122,-0.2585,-0.538,0.2395,-0.6683,-0.9863,1.8991,0.5209,-1.0486,-1.1964
U00477,0.1939,0.1628,0.1273,0.1807,0.3215,0.0138,neutral,204.1,23.98,0.563,127.8,0.294,0.0111,0.0321,0.9473,-1.4832,0.8458,-0.6391,-1.1497,-0.205,0.1173,-1.4243,-0.3544,-0.0301,-1.4177,0.4552,0.4273,-0.0311,-0.0305,-0.2007
U00478,0.2146,0.1986,0.2186,0.0859,0.2631,0.0193,neutral,170.2,26.57,0.486,158.5,0.221,0.0238,0.0602,0.4383,-0.8045,-1.7485,-0.1903,0.302,0.0712,1.2449,1.9415,0.7041,-0.3269,-1.0083,-1.2339,0.7213,-0.8984,-0.8528,-0.8797
U00479,0.2657,0.1135,0.1638,0.0884,0.3222,0.0463,neutral,158.3,35.56,0.578,149.2,0.209,0.0148,0.0346,-0.9849,-1.2432,0.2113,0.3414,0.6891,-0.8382,0.9205,1.7013,-0.2238,-1.6727,-1.3296,-0.7432,-2.1861,-0.067,0.2262,0.1596
U00480,0.1909,0.0939,0.1509,0.2003,0.3087,0.0552,neutral,169.2,29.47,0.547,134.7,0.192,0.0137,0.0498,1.05,1.185,-1.5526,-0.5442,0.1333,-0.8213,-0.8591,1.2814,2.1048,-1.1714,-1.1078,-1.3805,-0.5758,1.4506,-0.9507,-0.07
U00481,0.257,0.166,0.1581,0.1289,0.2352,0.0548,calm,210.4,23.7,0.504,135.1,0.128,0.0131,0.0451,-0.2168,0.6091,0.1762,-1.285,-1.0925,0.6489,0.3198,0.5158,-0.668,1.2584,-0.3609,2.361,-0.2013,0.0228,1.0596,-1.2373
U00482,0.2414,0.1243,0.1363,0.0977,0.3164,0.0839,neutral,181.3,38.07,0.549,154.8,0.149,0.0167,0.0283,0.7892,0.23,-0.7196,1.2049,1.1697,-0.8897,-1.2671,-1.1478,-0.0765,-0.818,-0.0491,0.8403,1.5008,-1.7441,-2.6273,-0.5257
U00483,0.2247,0.1309,0.13,0.1668,0.2972,0.0506,neutral,190.1,32.84,0.474,129.7,0.177,0.0161,0.0424,-1.2745,-0.5599,-1.1581,0.6252,-0.1518,-1.0878,-0.6572,-2.5175,-0.6385,0.1791,0.2265,-0.802,-0.2934,0.2642,0.7318,-0.4619
U00484,0.3241,0.0836,0.1258,0.1207,0.2531,0.0928,calm,206.9,21.63,0.565,159.7,0.229,0.0121,0.027,0.8145,-0.0849,-1.2943,-0.2055,-1.8126,0.0809,-0.1511,-1.2131,2.3039,-1.1726,0.289,-0.1353,-0.6189,-0.4171,-0.7788,0.3238
U00485,0.1987,0.2292,0.167,0.1468,0.2392,0.0191,neutral,201.7,27.18,0.276,155.0,0.278,0.0162,0.0482,-2.0029,1.0017,-1.8077,-2.1981,0.7477,2.2811,-1.6458,-0.1001,2.5194,-2.2365,-0.4322,0.5139,-1.0698,0.7806,0.0829,-1.618
U00486,0.2056,0.1377,0.1247,0.148,0.3408,0.0431,neutral,189.1,48.44,0.595,144.0,0.2,0.006,0.0356,2.0472,-0.9674,0.7918,-0.9565,0.5595,0.7623,-0.8027,-0.9108,0.3639,0.4562,0.6031,-0.24,-1.3413,-0.365,-1.362,0.2964
U00487,0.1937,0.1647,0.1561,0.2149,0.2489,0.0218,neutral,179.6,39.3,0.38,121.7,0.191,0.0176,0.0254,0.6552,0.334,0.2768,0.0293,-0.3036,-1.2059,-0.8456,-0.8797,-1.8561,1.0485,-1.6306,-0.878,-0.7198,-0.0742,-0.8367,-1.1119
U00488,0.2532,0.2198,0.1752,0.1266,0.2122,0.0129,calm,204.8,33.7,0.521,148.9,0.157,0.0133,0.042,1.3956,1.4377,0.5008,-0.6896,-0.02,1.0071,1.6548,1.0862,-0.7427,0.9543,-0.8078,0.8628,1.0735,0.6065,-0.7843,-1.279
U00489,0.1906,0.2197,0.1449,0.1306,0.3131,0.001,neutral,196.2,40.23,0.375,135.3,0.38,0.0086,0.0554,-0.4432,-1.2911,-0.1006,-0.9126,-0.3398,0.3028,0.3854,-0.9052,0.3093,1.5294,-1.6802,-1.3003,-1.9601,1.2828,-0.4631,-0.6717
U00490,0.26,0.1551,0.1236,0.1614,0.2659,0.034,neutral,214.4,31.18,0.346,100.6,0.09,0.0094,0.0355,0.1067,-1.7167,-0.5281,-0.8541,0.2056,0.6354,1.3904,1.1764,-1.5599,-0.0226,-0.4571,-0.3573,-0.2765,1.4084,0.5139,-0.1386
U00491,0.2007,0.1738,0.1938,0.1822,0.2485,0.001,neutral,230.9,33.69,0.536,142.1,0.364,0.0096,0.0583,1.0021,-1.4838,0.2743,-1.4659,-0.8481,-1.5248,0.0254,-0.8331,-0.5347,-1.543,0.3866,-0.7636,-0.4072,-1.0697,-2.2435,-1.4511
U00492,0.1872,0.1389,0.1613,0.1707,0.2515,0.0904,neutral,178.5,40.42,0.518,148.0,0.168,0.0154,0.0358,-1.4244,0.1781,-2.0544,0.9097,-0.2713,-1.4749,-0.6582,-0.3626,0.7404,1.0211,-0.5187,-0.4142,1.5562,-1.9284,-1.7916,1.1091
U00493,0.2685,0.1203,0.139,0.0462,0.3162,0.1098,neutral,151.4,26.36,0.547,158.9,0.087,0.0144,0.032,-0.8793,-0.5718,0.4524,-0.6528,-0.3755,-0.3973,-1.6762,-0.569,-0.2743,-0.0262,0.6628,-0.959,0.8918,-0.4236,-0.1172,-1.6541
U00494,0.2225,0.1807,0.1074,0.1122,0.2918,0.0854,neutral,182.9,17.9,0.364,164.1,0.253,0.0054,0.0342,1.5611,-0.2428,-0.9617,-1.6786,-0.6737,0.5557,1.839,1.0648,0.2169,-0.3411,-1.3461,-0.4843,-2.0123,0.624,-0.0515,-0.3508
U00495,0.1931,0.164,0.1286,0.1566,0.2729,0.0848,neutral,141.6,36.11,0.581,146.1,0.218,0.021,0.0265,-1.5207,-0.2802,0.4967,0.0167,0.9642,1.3809,-0.7405,0.3617,0.4163,0.3454,-0.7832,-0.7508,-0.3803,0.7395,-1.8914,0.2682
U00496,0.2345,0.1631,0.1192,0.1568,0.3254,0.001,neutral,168.9,32.95,0.458,119.8,0.206,0.006,0.0485,-0.6925,-0.6768,0.916,-1.4628,-1.4305,-0.2911,0.2272,-0.9548,-2.072,-0.3064,-0.3381,-0.6144,-0.1954,0.7123,-0.2452,0.1346
U00497,0.1989,0.1915,0.1446,0.1742,0.2829,0.008,neutral,163.0,42.09,0.386,146.4,0.159,0.0135,0.0466,-0.8517,-0.0652,0.2823,-0.6839,-0.6888,-0.8099,-0.8159,0.3581,-0.0525,-1.0159,0.9096,1.0909,-0.4933,-1.591,-1.0171,-0.707
U00498,0.2141,0.2268,0.1972,0.1744,0.1865,0.001,stressed,163.1,46.07,0.356,112.0,0.378,0.0138,0.0437,-0.1152,0.2545,-2.0598,-1.7573,1.0196,-1.4957,-0.5864,1.3303,1.2044,0.0981,-1.0151,-0.0798,-1.4743,0.2627,0.2481,-1.6741
U00499,0.271,0.1645,0.1105,0.1748,0.2403,0.039,calm,176.0,42.43,0.633,139.0,0.246,0.0113,0.0371,0.3371,0.6516,-0.486,-0.5299,-0.3729,-0.9386,0.471,-0.0401,0.1554,-1.3821,0.6496,-1.0209,-0.7245,-1.2132,-0.9326,-0.4855
U00500,0.2215,0.1149,0.1546,0.1446,0.2728,0.0917,neutral,177.4,35.21,0.508,116.2,0.255,0.0114,0.0375,-0.866,-0.2695,2.2982,-2.6968,0.7079,1.8258,-2.1142,-0.8756,0.3566,-0.622,-0.8307,0.4817,-2.6497,0.5473,0.5907,0.8987
U00501,0.3089,0.1439,0.1127,0.0604,0.2887,0.0853,calm,176.6,25.19,0.487,158.2,0.184,0.0066,0.0383,0.1079,-1.5751,0.0604,0.4842,-0.9365,0.0653,-1.0881,-0.7561,0.2498,1.3537,0.4248,-0.8663,0.4876,-0.2105,0.9765,0.1822
U00502,0.223,0.1402,0.1257,0.0771,0.2946,0.1394,neutral,174.0,10.06,0.464,180.4,0.124,0.0189,0.0284,0.1095,-0.2603,-1.1368,-1.1586,0.9208,1.1344,0.145,-1.0808,-0.2941,-0.4086,0.2585,-0.2907,-0.7293,-0.7118,-0.3466,1.2806
U00503,0.2926,0.147,0.1278,0.1037,0.2624,0.0666,calm,204.3,31.2,0.442,143.3,0.269,0.0164,0.0392,-0.1725,-0.8201,-0.3983,-0.68,-0.986,-0.8599,-0.3642,0.2672,-0.1249,-0.3106,0.1661,-1.3193,-2.2186,-1.5999,0.3526,1.534
U00504,0.2596,0.1556,0.0816,0.0885,0.2943,0.1205,neutral,185.3,20.16,0.468,126.2,0.215,0.0078,0.0458,-1.136,-1.0944,1.4765,-1.599,1.0231,-1.0719,-1.1953,0.7155,-0.1359,-1.2337,-0.7423,-1.7714,-1.6678,0.114,-0.9824,1.2187
U00505,0.256,0.1249,0.139,0.1347,0.3033,0.042,neutral,188.1,31.06,0.617,175.5,0.157,0.0124,0.0607,-1.9424,1.2898,0.4637,-1.9814,-0.7958,1.6754,0.1971,-0.8516,-1.266,-1.9648,0.0424,0.9153,0.3504,-0.3059,0.1209,-0.4973
U00506,0.3106,0.088,0.0875,0.1106,0.2672,0.1361,calm,175.1,31.31,0.61,135.9,0.075,0.0077,0.0284,0.0924,-1.1179,-0.3007,-0.0928,-0.4089,1.4362,0.2161,0.0105,0.9988,0.3168,-2.5436,1.1551,-1.2049,-0.0969,-1.1588,0.1396
U00507,0.2309,0.1745,0.1806,0.1232,0.2768,0.0141,neutral,217.8,32.26,0.466,128.4,0.173,0.0041,0.0438,-1.2607,-0.316,0.0391,1.9646,-1.6531,-0.2142,-0.7302,-2.3458,2.2257,-1.3388,-0.2388,-0.3404,-0.0051,3.5157,-0.0421,-0.537
U00508,0.271,0.1044,0.1264,0.1296,0.2701,0.0984,calm,209.8,30.76,0.634,143.6,0.194,0.0049,0.022,1.459,0.1082,-0.1777,1.2296,0.5848,-0.1877,-0.4959,0.5426,0.5446,0.2423,2.0728,-0.8365,0.3261,-0.3256,-0.6214,-0.4462
U00509,0.2945,0.1111,0.1008,0.0614,0.3386,0.0936,neutral,199.4,23.7,0.551,150.2,0.197,0.0098,0.0251,0.2658,-0.3495,-0.3522,-1.0928,-0.3836,1.1063,0.6857,0.0217,0.2762,-1.6394,1.7924,2.0073,-1.1931,-0.4366,0.2075,0.3131
U00510,0.2374,0.1471,0.1426,0.1027,0.2752,0.0949,neutral,208.7,38.41,0.577,141.7,0.184,0.0139,0.0279,-0.4286,-0.1273,1.2872,1.7757,1.7263,-1.3536,1.2151,0.0265,-0.7695,-0.4822,-1.5531,-0.219,0.602,-1.3517,-1.0315,-0.4636
U00511,0.3472,0.0476,0.1301,0.1245,0.3237,0.0271,calm,165.6,26.56,0.382,176.8,0.211,0.0157,0.0392,-1.6624,-1.673,1.0399,-1.2129,0.3186,-1.1194,-0.9352,-0.1712,-1.2642,-2.4221,0.0081,2.4022,0.6261,-1.2737,-0.7211,-0.2586
U00512,0.268,0.0867,0.1416,0.0911,0.2825,0.1301,neutral,178.2,48.35,0.574,139.7,0.152,0.0082,0.0172,-3.7797,-1.0138,-2.245,-1.1255,1.07,-0.5558,1.537,-0.6625,0.7844,-0.2397,-0.5324,1.3547,2.1104,-0.5187,-1.2077,-0.1385
U00513,0.1859,0.2052,0.1607,0.1474,0.2999,0.0009,neutral,189.0,46.83,0.344,137.0,0.318,0.0186,0.0499,-0.7727,-0.2254,-1.2493,-2.2035,-1.1986,-0.4915,0.0496,0.7336,1.0609,-2.0147,-1.538,-0.9799,-0.1938,-0.5945,0.1933,-0.1565
U00514,0.2552,0.1152,0.1412,0.152,0.2824,0.0541,neutral,219.6,34.42,0.378,125.7,0.183,0.0085,0.056,1.1985,-0.8481,0.136,-0.6138,-0.5202,-0.957,0.2824,-0.4645,-0.6787,-0.7023,0.7802,-1.1553,-0.8915,-0.9597,0.4411,1.3462
U00515,0.2506,0.1668,0.15,0.0898,0.2952,0.0477,neutral,176.0,20.28,0.482,142.8,0.112,0.0138,0.0449,0.394,-1.4115,1.1066,0.0605,-0.9546,-0.3145,1.1458,-0.1485,-0.6929,-0.2509,-1.5122,-0.9534,0.4877,-0.2932,-0.5002,-0.1612
U00516,0.23,0.2358,0.0598,0.1483,0.249,0.0771,neutral,185.8,31.3,0.448,162.2,0.112,0.0166,0.0445,1.2676,-1.6355,-0.9482,0.0955,-0.7568,-1.9984,0.5488,-0.3357,-1.2122,-1.4314,-0.0459,-1.6419,0.0319,2.6105,-1.5756,1.342
U00517,0.2349,0.165,0.144,0.1511,0.2699,0.0351,neutral,183.0,30.77,0.391,151.8,0.188,0.0132,0.0504,-0.8525,-1.1479,-0.8332,1.4096,-1.43,0.7732,-1.0507,-0.0536,-0.9766,0.4484,-1.7674,-1.2745,-1.083,-0.1454,-0.4147,-2.1773
U00518,0.2137,0.2042,0.1365,0.083,0.3005,0.0621,neutral,192.9,38.04,0.4,149.8,0.276,0.0123,0.0498,-1.9918,0.3922,-1.3613,-2.4906,-1.5659,-2.1102,1.1565,-1.0474,0.1784,-0.8558,1.393,-0.8084,0.0082,-1.0733,0.4428,-0.4501
U00519,0.2418,0.1514,0.1831,0.1847,0.238,0.001,calm,217.0,40.17,0.516,162.7,0.313,0.0229,0.0313,-0.4227,2.2086,0.2197,-3.4566,-0.2075,-1.0214,-1.3457,0.753,-0.9041,-0.1384,-1.1663,-0.1351,0.2233,-0.1011,-0.7766,-0.1051
U00520,0.3548,0.156,0.1104,0.0892,0.2523,0.0372,calm,148.5,18.49,0.572,162.4,0.14,0.0119,0.0403,0.4755,0.3422,0.9462,0.4968,-0.98,0.1855,1.7619,-0.3318,0.613,1.8284,-0.6169,-1.4078,-0.1282,-0.6496,-0.039,-1.3267
U00521,0.2167,0.1491,0.1227,0.1926,0.2672,0.0516,neutral,195.8,55.07,0.479,158.6,0.182,0.0072,0.0294,-0.5478,1.4826,0.6198,0.5241,-0.6801,-0.8287,-1.1591,0.5133,0.7616,0.6901,-1.5646,-1.0893,1.82,0.485,0.8547,-0.3775
U00522,0.2171,0.1695,0.1697,0.1614,0.2512,0.0311,neutral,146.9,26.98,0.577,148.2,0.3,0.01,0.0381,0.6786,-1.8773,-1.1593,-1.9482,0.1581,-1.1317,0.8002,-0.2904,-0.0503,0.0522,1.0586,0.2059,0.6961,-1.0573,-1.1448,-1.9551
U00523,0.2698,0.1268,0.1222,0.1318,0.2968,0.0526,neutral,191.5,23.14,0.632,111.8,0.122,0.0162,0.0417,0.4198,-1.5033,-3.199,1.1727,-0.1796,0.4087,-1.0752,-0.2282,-1.805,-0.4875,0.6674,-2.33,1.9871,-1.5635,-0.8154,-0.5415
U00524,0.223,0.1983,0.1846,0.1526,0.2288,0.0127,neutral,157.1,29.0,0.379,142.7,0.292,0.0221,0.0386,0.6953,0.0946,-0.9433,-1.0762,-1.0828,-1.5092,-1.1087,-0.6776,-0.3629,0.2655,-0.385,-1.9379,-0.7323,0.1089,1.2867,-0.6414
U00525,0.2436,0.1372,0.1337,0.1105,0.3037,0.0714,neutral,231.1,32.76,0.587,138.0,0.225,0.0162,0.0549,-0.6011,-0.6381,-0.1898,-1.9499,0.6326,-0.2771,0.2352,-0.6932,-0.3239,0.4084,0.2497,-1.22,0.6401,-0.0066,-0.4848,-0.6416
U00526,0.2676,0.108,0.0922,0.1628,0.2878,0.0815,neutral,180.0,37.4,0.44,151.8,0.124,0.0182,0.0455,-0.5094,-0.6697,0.3829,-1.1784,-0.838,0.9563,-0.4684,0.0573,-1.5292,0.3148,1.3316,0.0701,1.0547,-0.8732,1.9967,-0.2787
U00527,0.2583,0.08,0.1442,0.1629,0.2519,0.1026,calm,178.4,40.35,0.452,157.3,0.314,0.0091,0.0246,1.8064,-0.0178,-0.2916,-0.7774,1.0732,-0.332,-0.2956,-0.6261,-0.0711,0.2346,1.1215,-1.2906,-0.5314,1.6608,-0.0095,0.5166
U00528,0.2342,0.1231,0.1427,0.1158,0.2884,0.0958,neutral,154.5,33.43,0.506,153.6,0.282,0.0105,0.0451,0.7191,-0.0328,0.086,-0.3842,-1.0044,0.5385,0.1193,0.1024,1.0656,-0.8005,-0.4535,-2.5748,0.2877,-1.181,-0.0184,-1.7856
U00529,0.2721,0.1252,0.1073,0.1078,0.2654,0.1222,calm,163.1,45.43,0.503,169.8,0.184,0.0157,0.0219,-1.8055,1.2343,1.4187,-0.8621,1.6842,-2.0209,-0.1177,-0.6781,-0.2316,1.1803,-1.8,0.1304,-1.6877,-0.9448,0.3466,-0.0796
